06210, 20160401, 0300,        10Min,          D1H,              , 22064,
06210, 20160401, 0300,        10Min,          Q1H,             0,     0,
06210, 20160401, 0300,        10Min,         R12H,             0,     0,
06210, 20160401, 0300,        10Min,          R1H,             0,     0,
06210, 20160401, 0300,        10Min,         R24H,             0,     0,
06210, 20160401, 0300,        10Min,          R6H,             0,     0,
06210, 20160401, 0300,        10Min,        Sav1H,      1.954167,     0,
06210, 20160401, 0300,        10Min,        Sax1H,          2.39,     0,
06210, 20160401, 0300,        10Min,        Sax3H,          3.15,     0,
06210, 20160401, 0300,        10Min,        Sax6H,          4.64,     0,
06210, 20160401, 0300,        10Min,         Sx1H,          3.32,     0,
06210, 20160401, 0300,        10Min,         Sx3H,          4.29,     0,
06210, 20160401, 0300,        10Min,         Sx6H,          6.55,     0,
06210, 20160401, 0300,        10Min,        Tgn12,           -.2,     0,
06210, 20160401, 0300,        10Min,        Tgn14,           -.2,     0,
06210, 20160401, 0300,        10Min,         Tgn6,           -.2,     0,
06210, 20160401, 0300,        10Min,         Tn12,           2.5,     0,
06210, 20160401, 0300,        10Min,         Tn14,           2.5,     0,
06210, 20160401, 0300,        10Min,          Tn6,           2.5,     0,
06210, 20160401, 0300,        10Min,         Tx12,          10.7,     0,
06210, 20160401, 0300,        10Min,         Tx24,          11.4,     0,
06210, 20160401, 0300,        10Min,          Tx6,           5.7,     0,
06210, 20160401, 0300,        10Min,          W10,              , 22064,
06210, 20160401, 0300,        10Min,       W10-10,              , 22064,
06210, 20160401, 0300,        10Min,           dd,          20.7,     0,
06210, 20160401, 0300,        10Min,           dr,             0,     0,
06210, 20160401, 0300,        10Min,          dsd,           5.9,     0,
06210, 20160401, 0300,        10Min,           ff,          1.73,     0,
06210, 20160401, 0300,        10Min,          ffs,          1.73,     0,
06210, 20160401, 0300,        10Min,          fsd,           .18,     0,
06210, 20160401, 0300,        10Min,           fx,          2.26,     0,
06210, 20160401, 0300,        10Min,          fxs,          2.26,     0,
06210, 20160401, 0300,        10Min,          gff,          2.26,     0,
06210, 20160401, 0300,        10Min,         gffs,          2.26,     0,
06210, 20160401, 0300,        10Min,            h,              , 22064,
06210, 20160401, 0300,        10Min,           h1,              , 22064,
06210, 20160401, 0300,        10Min,           h2,              , 22064,
06210, 20160401, 0300,        10Min,           h3,              , 22064,
06210, 20160401, 0300,        10Min,           hc,              , 22064,
06210, 20160401, 0300,        10Min,          hc1,              , 22064,
06210, 20160401, 0300,        10Min,          hc2,              , 22064,
06210, 20160401, 0300,        10Min,          hc3,              , 22064,
06210, 20160401, 0300,        10Min,           hm,              , 22064,
06210, 20160401, 0300,        10Min,          hm1,              , 22064,
06210, 20160401, 0300,        10Min,          hm2,              , 22064,
06210, 20160401, 0300,        10Min,          hm3,              , 22064,
06210, 20160401, 0300,        10Min,            n,              , 22064,
06210, 20160401, 0300,        10Min,           n1,              , 22064,
06210, 20160401, 0300,        10Min,           n2,              , 22064,
06210, 20160401, 0300,        10Min,           n3,              , 22064,
06210, 20160401, 0300,        10Min,           nc,              , 22064,
06210, 20160401, 0300,        10Min,          nc1,              , 22064,
06210, 20160401, 0300,        10Min,          nc2,              , 22064,
06210, 20160401, 0300,        10Min,          nc3,              , 22064,
06210, 20160401, 0300,        10Min,          nhc,              , 22064,
06210, 20160401, 0300,        10Min,           nm,              , 22064,
06210, 20160401, 0300,        10Min,          nm1,              , 22064,
06210, 20160401, 0300,        10Min,          nm2,              , 22064,
06210, 20160401, 0300,        10Min,          nm3,              , 22064,
06210, 20160401, 0300,        10Min,           p0,      1019.596,     0,
06210, 20160401, 0300,        10Min,           pg,              , 22048,
06210, 20160401, 0300,        10Min,           pp,      1019.571,     0,
06210, 20160401, 0300,        10Min,           pr,              , 22048,
06210, 20160401, 0300,        10Min,           ps,        1019.4,     0,
06210, 20160401, 0300,        10Min,          pwc,              , 22064,
06210, 20160401, 0300,        10Min,           qg,             0,     0,
06210, 20160401, 0300,        10Min,          qgn,             0,     0,
06210, 20160401, 0300,        10Min,          qgx,             0,     0,
06210, 20160401, 0300,        10Min,          qnh,      1019.572,     0,
06210, 20160401, 0300,        10Min,           rg,             0,     0,
06210, 20160401, 0300,        10Min,           rh,            95,     0,
06210, 20160401, 0300,        10Min,          rhb,             1,     0,
06210, 20160401, 0300,        10Min,           sq,             0,     0,
06210, 20160401, 0300,        10Min,           ss,             0,     0,
06210, 20160401, 0300,        10Min,           ta,           2.8,     0,
06210, 20160401, 0300,        10Min,           tb,      2.484281,     0,
06210, 20160401, 0300,        10Min,           td,           2.2,     0,
06210, 20160401, 0300,        10Min,          tgn,           -.2,     0,
06210, 20160401, 0300,        10Min,           tn,           2.8,     0,
06210, 20160401, 0300,        10Min,           tx,           3.2,     0,
06210, 20160401, 0300,        10Min,           vv,              , 22064,
06210, 20160401, 0300,        10Min,           ww,              , 22064,
06210, 20160401, 0300,        10Min,        ww-10,              , 22064,
06210, 20160401, 0300,        10Min,           za,              , 22048,
06210, 20160401, 0300,        10Min,           zm,              , 22048,
06225, 20160401, 0300,        10Min,        Sav1H,      6.436167,     0,
06225, 20160401, 0300,        10Min,        Sax1H,          6.66,     0,
06225, 20160401, 0300,        10Min,        Sax3H,          8.39,     0,
06225, 20160401, 0300,        10Min,        Sax6H,          8.39,     0,
06225, 20160401, 0300,        10Min,         Sx1H,          8.29,     0,
06225, 20160401, 0300,        10Min,         Sx3H,         10.58,     0,
06225, 20160401, 0300,        10Min,         Sx6H,         10.58,     0,
06225, 20160401, 0300,        10Min,           dd,          63.3,     0,
06225, 20160401, 0300,        10Min,           dn,          49.2,     0,
06225, 20160401, 0300,        10Min,          dsd,           4.8,     0,
06225, 20160401, 0300,        10Min,           dx,          77.3,     0,
06225, 20160401, 0300,        10Min,           ff,          6.31,     0,
06225, 20160401, 0300,        10Min,          ffs,          6.31,     0,
06225, 20160401, 0300,        10Min,          fsd,           .49,     0,
06225, 20160401, 0300,        10Min,           fx,          8.06,     0,
06225, 20160401, 0300,        10Min,          fxs,          8.06,     0,
06225, 20160401, 0300,        10Min,          gff,          7.75,     0,
06225, 20160401, 0300,        10Min,         gffs,          7.75,     0,
06225, 20160401, 0300,        10Min,           hm,              , 22064,
06225, 20160401, 0300,        10Min,          hm1,              , 22064,
06225, 20160401, 0300,        10Min,          hm2,              , 22064,
06225, 20160401, 0300,        10Min,          hm3,              , 22064,
06225, 20160401, 0300,        10Min,           nm,              , 22064,
06225, 20160401, 0300,        10Min,          nm1,              , 22064,
06225, 20160401, 0300,        10Min,          nm2,              , 22064,
06225, 20160401, 0300,        10Min,          nm3,              , 22064,
06225, 20160401, 0300,        10Min,           sq,             0,     0,
06248, 20160401, 0300,        10Min,        Sav1H,      5.142667,     0,
06248, 20160401, 0300,        10Min,        Sax1H,          6.08,     0,
06248, 20160401, 0300,        10Min,        Sax3H,          6.08,     0,
06248, 20160401, 0300,        10Min,        Sax6H,          6.08,     0,
06248, 20160401, 0300,        10Min,         Sx1H,          8.06,     0,
06248, 20160401, 0300,        10Min,         Sx3H,          8.06,     0,
06248, 20160401, 0300,        10Min,         Sx6H,          8.06,     0,
06248, 20160401, 0300,        10Min,           dd,            51,     0,
06248, 20160401, 0300,        10Min,          dsd,           6.9,     0,
06248, 20160401, 0300,        10Min,           ff,          4.62,     0,
06248, 20160401, 0300,        10Min,          ffs,          4.62,     0,
06248, 20160401, 0300,        10Min,          fsd,           .53,     0,
06248, 20160401, 0300,        10Min,           fx,           7.4,     0,
06248, 20160401, 0300,        10Min,          fxs,           7.4,     0,
06248, 20160401, 0300,        10Min,          gff,          6.37,     0,
06248, 20160401, 0300,        10Min,         gffs,          6.37,     0,
06248, 20160401, 0300,        10Min,           hm,              , 22064,
06248, 20160401, 0300,        10Min,          hm1,              , 22064,
06248, 20160401, 0300,        10Min,          hm2,              , 22064,
06248, 20160401, 0300,        10Min,          hm3,              , 22064,
06248, 20160401, 0300,        10Min,           nm,              , 22064,
06248, 20160401, 0300,        10Min,          nm1,              , 22064,
06248, 20160401, 0300,        10Min,          nm2,              , 22064,
06248, 20160401, 0300,        10Min,          nm3,              , 22064,
06248, 20160401, 0300,        10Min,           sq,             0,     0,
06249, 20160401, 0300,        10Min,          D1H,             0,     0,
06249, 20160401, 0300,        10Min,          Q1H,             0,     0,
06249, 20160401, 0300,        10Min,         R12H,             0,     0,
06249, 20160401, 0300,        10Min,          R1H,             0,     0,
06249, 20160401, 0300,        10Min,         R24H,             0,     0,
06249, 20160401, 0300,        10Min,          R6H,             0,     0,
06249, 20160401, 0300,        10Min,        Sav1H,         3.068,     0,
06249, 20160401, 0300,        10Min,        Sax1H,          3.83,     0,
06249, 20160401, 0300,        10Min,        Sax3H,          4.55,     0,
06249, 20160401, 0300,        10Min,        Sax6H,          4.55,     0,
06249, 20160401, 0300,        10Min,         Sx1H,          5.03,     0,
06249, 20160401, 0300,        10Min,         Sx3H,          6.49,     0,
06249, 20160401, 0300,        10Min,         Sx6H,          6.49,     0,
06249, 20160401, 0300,        10Min,        Tgn12,           -.7,     0,
06249, 20160401, 0300,        10Min,        Tgn14,           -.7,     0,
06249, 20160401, 0300,        10Min,         Tgn6,           -.7,     0,
06249, 20160401, 0300,        10Min,         Tn12,           1.6,     0,
06249, 20160401, 0300,        10Min,         Tn14,           1.6,     0,
06249, 20160401, 0300,        10Min,          Tn6,           1.6,     0,
06249, 20160401, 0300,        10Min,         Tx12,          10.2,     0,
06249, 20160401, 0300,        10Min,         Tx24,            11,     0,
06249, 20160401, 0300,        10Min,          Tx6,           4.9,     0,
06249, 20160401, 0300,        10Min,          W10,             0, 12832,
06249, 20160401, 0300,        10Min,       W10-10,             0, 12832,
06249, 20160401, 0300,        10Min,           dd,          37.7,     0,
06249, 20160401, 0300,        10Min,           dr,             0,     0,
06249, 20160401, 0300,        10Min,          dsd,           4.4,     0,
06249, 20160401, 0300,        10Min,           ff,          2.68,     0,
06249, 20160401, 0300,        10Min,          ffs,          2.68,     0,
06249, 20160401, 0300,        10Min,          fsd,            .1,     0,
06249, 20160401, 0300,        10Min,           fx,          3.05,     0,
06249, 20160401, 0300,        10Min,          fxs,          3.05,     0,
06249, 20160401, 0300,        10Min,          gff,          3.05,     0,
06249, 20160401, 0300,        10Min,         gffs,          3.05,     0,
06249, 20160401, 0300,        10Min,           pg,             0,     0,
06249, 20160401, 0300,        10Min,           pr,             0,     0,
06249, 20160401, 0300,        10Min,          pwc,             0,     0,
06249, 20160401, 0300,        10Min,           qg,             0,     0,
06249, 20160401, 0300,        10Min,          qgn,             0,     0,
06249, 20160401, 0300,        10Min,          qgx,             0,     0,
06249, 20160401, 0300,        10Min,           rg,             0,     0,
06249, 20160401, 0300,        10Min,           rh,            95,     0,
06249, 20160401, 0300,        10Min,          rhb,             1,     0,
06249, 20160401, 0300,        10Min,           sq,             0,     0,
06249, 20160401, 0300,        10Min,           ss,             0,     0,
06249, 20160401, 0300,        10Min,           ta,           1.6,     0,
06249, 20160401, 0300,        10Min,           tb,      1.299457,     0,
06249, 20160401, 0300,        10Min,           td,            .9,     0,
06249, 20160401, 0300,        10Min,          tgn,           -.7,     0,
06249, 20160401, 0300,        10Min,           tn,           1.6,     0,
06249, 20160401, 0300,        10Min,           tx,           1.8,     0,
06249, 20160401, 0300,        10Min,           vv,         23900,     0,
06249, 20160401, 0300,        10Min,           ww,             0, 12832,
06249, 20160401, 0300,        10Min,        ww-10,             0, 12832,
06249, 20160401, 0300,        10Min,           za,          4.72,     0,
06249, 20160401, 0300,        10Min,           zm,         23900,     0,
06251, 20160401, 0300,        10Min,          D1H,             0,     0,
06251, 20160401, 0300,        10Min,          Q1H,             0,     0,
06251, 20160401, 0300,        10Min,         R12H,             0,     0,
06251, 20160401, 0300,        10Min,          R1H,             0,     0,
06251, 20160401, 0300,        10Min,         R24H,             0,     0,
06251, 20160401, 0300,        10Min,          R6H,             0,     0,
06251, 20160401, 0300,        10Min,        Sav1H,      3.002333,     0,
06251, 20160401, 0300,        10Min,        Sax1H,          3.36,     0,
06251, 20160401, 0300,        10Min,        Sax3H,          4.99,     0,
06251, 20160401, 0300,        10Min,        Sax6H,          5.11,     0,
06251, 20160401, 0300,        10Min,         Sx1H,          4.16,     0,
06251, 20160401, 0300,        10Min,         Sx3H,           6.9,     0,
06251, 20160401, 0300,        10Min,         Sx6H,          7.15,     0,
06251, 20160401, 0300,        10Min,        Tgn12,          -1.7,     0,
06251, 20160401, 0300,        10Min,        Tgn14,          -1.7,     0,
06251, 20160401, 0300,        10Min,         Tgn6,          -1.7,     0,
06251, 20160401, 0300,        10Min,         Tn12,           1.1,     0,
06251, 20160401, 0300,        10Min,         Tn14,           1.1,     0,
06251, 20160401, 0300,        10Min,          Tn6,           1.1,     0,
06251, 20160401, 0300,        10Min,         Tx12,           7.8,     0,
06251, 20160401, 0300,        10Min,         Tx24,           9.3,     0,
06251, 20160401, 0300,        10Min,          Tx6,           5.9,     0,
06251, 20160401, 0300,        10Min,          W10,             0, 12832,
06251, 20160401, 0300,        10Min,       W10-10,             0, 12832,
06251, 20160401, 0300,        10Min,           dd,          57.8,     0,
06251, 20160401, 0300,        10Min,           dr,             0,     0,
06251, 20160401, 0300,        10Min,          dsd,           3.1,     0,
06251, 20160401, 0300,        10Min,           ff,           2.9,     0,
06251, 20160401, 0300,        10Min,          ffs,           2.9,     0,
06251, 20160401, 0300,        10Min,          fsd,           .12,     0,
06251, 20160401, 0300,        10Min,           fx,          3.27,     0,
06251, 20160401, 0300,        10Min,          fxs,          3.27,     0,
06251, 20160401, 0300,        10Min,          gff,          3.21,     0,
06251, 20160401, 0300,        10Min,         gffs,          3.21,     0,
06251, 20160401, 0300,        10Min,           hm,              , 22064,
06251, 20160401, 0300,        10Min,          hm1,              , 22064,
06251, 20160401, 0300,        10Min,          hm2,              , 22064,
06251, 20160401, 0300,        10Min,          hm3,              , 22064,
06251, 20160401, 0300,        10Min,           nm,              , 22064,
06251, 20160401, 0300,        10Min,          nm1,              , 22064,
06251, 20160401, 0300,        10Min,          nm2,              , 22064,
06251, 20160401, 0300,        10Min,          nm3,              , 22064,
06251, 20160401, 0300,        10Min,           p0,      1019.797,     0,
06251, 20160401, 0300,        10Min,           pg,             0,     0,
06251, 20160401, 0300,        10Min,           pp,      1019.889,     0,
06251, 20160401, 0300,        10Min,           pr,             0,     0,
06251, 20160401, 0300,        10Min,           ps,        1019.5,     0,
06251, 20160401, 0300,        10Min,          pwc,             0,     0,
06251, 20160401, 0300,        10Min,           qg,             0,     0,
06251, 20160401, 0300,        10Min,          qgn,             0,     0,
06251, 20160401, 0300,        10Min,          qgx,             0,     0,
06251, 20160401, 0300,        10Min,          qnh,      1019.885,     0,
06251, 20160401, 0300,        10Min,           rg,             0,     0,
06251, 20160401, 0300,        10Min,           rh,            89,     0,
06251, 20160401, 0300,        10Min,          rhb,             1,     0,
