06225, 20160420, 1920,        10Min,        Sav1H,      7.511167,     0,
06225, 20160420, 1920,        10Min,        Sax1H,          7.94,     0,
06225, 20160420, 1920,        10Min,        Sax3H,          8.29,     0,
06225, 20160420, 1920,        10Min,        Sax6H,          8.29,     0,
06225, 20160420, 1920,        10Min,         Sx1H,          9.87,     0,
06225, 20160420, 1920,        10Min,         Sx3H,         10.53,     0,
06225, 20160420, 1920,        10Min,         Sx6H,         10.53,     0,
06225, 20160420, 1920,        10Min,           dd,          38.4,     0,
06225, 20160420, 1920,        10Min,           dn,          21.1,     0,
06225, 20160420, 1920,        10Min,          dsd,           5.9,     0,
06225, 20160420, 1920,        10Min,           dx,          53.4,     0,
06225, 20160420, 1920,        10Min,           ff,          7.94,     0,
06225, 20160420, 1920,        10Min,          ffs,          7.94,     0,
06225, 20160420, 1920,        10Min,          fsd,           .78,     0,
06225, 20160420, 1920,        10Min,           fx,          9.87,     0,
06225, 20160420, 1920,        10Min,          fxs,          9.87,     0,
06225, 20160420, 1920,        10Min,          gff,          9.87,     0,
06225, 20160420, 1920,        10Min,         gffs,          9.87,     0,
06225, 20160420, 1920,        10Min,           hm,              , 22064,
06225, 20160420, 1920,        10Min,          hm1,              , 22064,
06225, 20160420, 1920,        10Min,          hm2,              , 22064,
06225, 20160420, 1920,        10Min,          hm3,              , 22064,
06225, 20160420, 1920,        10Min,           nm,              , 22064,
06225, 20160420, 1920,        10Min,          nm1,              , 22064,
06225, 20160420, 1920,        10Min,          nm2,              , 22064,
06225, 20160420, 1920,        10Min,          nm3,              , 22064,
06225, 20160420, 1920,        10Min,           sq,             0,     0,
06248, 20160420, 1920,        10Min,        Sav1H,        4.3125,     0,
06248, 20160420, 1920,        10Min,        Sax1H,          4.84,     0,
06248, 20160420, 1920,        10Min,        Sax3H,          5.46,     0,
06248, 20160420, 1920,        10Min,        Sax6H,          5.46,     0,
06248, 20160420, 1920,        10Min,         Sx1H,          7.26,     0,
06248, 20160420, 1920,        10Min,         Sx3H,          7.63,     0,
06248, 20160420, 1920,        10Min,         Sx6H,          7.63,     0,
06248, 20160420, 1920,        10Min,           dd,          20.9,     0,
06248, 20160420, 1920,        10Min,          dsd,           7.9,     0,
06248, 20160420, 1920,        10Min,           ff,          4.33,     0,
06248, 20160420, 1920,        10Min,          ffs,          4.33,     0,
06248, 20160420, 1920,        10Min,          fsd,           .63,     0,
06248, 20160420, 1920,        10Min,           fx,           6.1,     0,
06248, 20160420, 1920,        10Min,          fxs,           6.1,     0,
06248, 20160420, 1920,        10Min,          gff,           6.1,     0,
06248, 20160420, 1920,        10Min,         gffs,           6.1,     0,
06248, 20160420, 1920,        10Min,           hm,              , 22064,
06248, 20160420, 1920,        10Min,          hm1,              , 22064,
06248, 20160420, 1920,        10Min,          hm2,              , 22064,
06248, 20160420, 1920,        10Min,          hm3,              , 22064,
06248, 20160420, 1920,        10Min,           nm,              , 22064,
06248, 20160420, 1920,        10Min,          nm1,              , 22064,
06248, 20160420, 1920,        10Min,          nm2,              , 22064,
06248, 20160420, 1920,        10Min,          nm3,              , 22064,
06248, 20160420, 1920,        10Min,           sq,             0,     0,
06249, 20160420, 1920,        10Min,          D1H,             0,     0,
06249, 20160420, 1920,        10Min,          Q1H,          2.52,     0,
06249, 20160420, 1920,        10Min,         R12H,             0,     0,
06249, 20160420, 1920,        10Min,          R1H,             0,     0,
06249, 20160420, 1920,        10Min,         R24H,             0,     0,
06249, 20160420, 1920,        10Min,          R6H,             0,     0,
06249, 20160420, 1920,        10Min,        Sav1H,      4.058667,     0,
