06210, 20160415, 2030,        10Min,          D1H,              , 22064,
06210, 20160415, 2030,        10Min,          Q1H,             0,     0,
06210, 20160415, 2030,        10Min,         R12H,         2.418,     0,
06210, 20160415, 2030,        10Min,          R1H,             0,     0,
06210, 20160415, 2030,        10Min,         R24H,       3.29165,     0,
06210, 20160415, 2030,        10Min,          R6H,      .8720018,     0,
06210, 20160415, 2030,        10Min,        Sav1H,        1.6615,     0,
06210, 20160415, 2030,        10Min,        Sax1H,          2.41,     0,
06210, 20160415, 2030,        10Min,        Sax3H,          4.14,     0,
06210, 20160415, 2030,        10Min,        Sax6H,          8.86,     0,
06210, 20160415, 2030,        10Min,         Sx1H,          3.85,     0,
06210, 20160415, 2030,        10Min,         Sx3H,          5.73,     0,
06210, 20160415, 2030,        10Min,         Sx6H,         12.45,     0,
06210, 20160415, 2030,        10Min,        Tgn12,             7,     0,
06210, 20160415, 2030,        10Min,        Tgn14,             7,     0,
06210, 20160415, 2030,        10Min,         Tgn6,             7,     0,
06210, 20160415, 2030,        10Min,         Tn12,           8.4,     0,
06210, 20160415, 2030,        10Min,         Tn14,           8.4,     0,
06210, 20160415, 2030,        10Min,          Tn6,           8.4,     0,
06210, 20160415, 2030,        10Min,         Tx12,          12.7,     0,
06210, 20160415, 2030,        10Min,         Tx24,          12.7,     0,
06210, 20160415, 2030,        10Min,          Tx6,          12.2,     0,
06210, 20160415, 2030,        10Min,          W10,              , 22064,
06210, 20160415, 2030,        10Min,       W10-10,              , 22064,
06210, 20160415, 2030,        10Min,           dd,         129.5,     0,
06210, 20160415, 2030,        10Min,           dr,             0,     0,
06210, 20160415, 2030,        10Min,          dsd,           8.1,     0,
06210, 20160415, 2030,        10Min,           ff,          2.41,     0,
06210, 20160415, 2030,        10Min,          ffs,          2.41,     0,
06210, 20160415, 2030,        10Min,          fsd,           .41,     0,
06210, 20160415, 2030,        10Min,           fx,          3.85,     0,
06210, 20160415, 2030,        10Min,          fxs,          3.85,     0,
06210, 20160415, 2030,        10Min,          gff,          3.85,     0,
06210, 20160415, 2030,        10Min,         gffs,          3.85,     0,
06210, 20160415, 2030,        10Min,            h,              , 22064,
06210, 20160415, 2030,        10Min,           h1,              , 22064,
06210, 20160415, 2030,        10Min,           h2,              , 22064,
06210, 20160415, 2030,        10Min,           h3,              , 22064,
06210, 20160415, 2030,        10Min,           hc,              , 22064,
06210, 20160415, 2030,        10Min,          hc1,              , 22064,
06210, 20160415, 2030,        10Min,          hc2,              , 22064,
06210, 20160415, 2030,        10Min,          hc3,              , 22064,
06210, 20160415, 2030,        10Min,           hm,              , 22064,
06210, 20160415, 2030,        10Min,          hm1,              , 22064,
06210, 20160415, 2030,        10Min,          hm2,              , 22064,
06210, 20160415, 2030,        10Min,          hm3,              , 22064,
06210, 20160415, 2030,        10Min,            n,              , 22064,
06210, 20160415, 2030,        10Min,           n1,              , 22064,
06210, 20160415, 2030,        10Min,           n2,              , 22064,
06210, 20160415, 2030,        10Min,           n3,              , 22064,
06210, 20160415, 2030,        10Min,           nc,              , 22064,
06210, 20160415, 2030,        10Min,          nc1,              , 22064,
06210, 20160415, 2030,        10Min,          nc2,              , 22064,
06210, 20160415, 2030,        10Min,          nc3,              , 22064,
06210, 20160415, 2030,        10Min,          nhc,              , 22064,
06210, 20160415, 2030,        10Min,           nm,              , 22064,
06210, 20160415, 2030,        10Min,          nm1,              , 22064,
06210, 20160415, 2030,        10Min,          nm2,              , 22064,
06210, 20160415, 2030,        10Min,          nm3,              , 22064,
06210, 20160415, 2030,        10Min,           p0,      998.9901,     0,
06210, 20160415, 2030,        10Min,           pg,              , 22048,
06210, 20160415, 2030,        10Min,           pp,      998.9659,     0,
06210, 20160415, 2030,        10Min,           pr,              , 22048,
06210, 20160415, 2030,        10Min,           ps,         998.7,     0,
06210, 20160415, 2030,        10Min,          pwc,              , 22064,
06210, 20160415, 2030,        10Min,           qg,             0,     0,
06210, 20160415, 2030,        10Min,          qgn,             0,     0,
06210, 20160415, 2030,        10Min,          qgx,             0,     0,
06210, 20160415, 2030,        10Min,          qnh,       998.966,     0,
06210, 20160415, 2030,        10Min,           rg,             0,     0,
06210, 20160415, 2030,        10Min,           rh,            92,     0,
06210, 20160415, 2030,        10Min,          rhb,             1,     0,
06210, 20160415, 2030,        10Min,           sq,             0,     0,
06210, 20160415, 2030,        10Min,           ss,             0,     0,
06210, 20160415, 2030,        10Min,           ta,           9.3,     0,
06210, 20160415, 2030,        10Min,           tb,      8.639424,     0,
06210, 20160415, 2030,        10Min,           td,           8.2,     0,
06210, 20160415, 2030,        10Min,          tgn,           7.9,     0,
06210, 20160415, 2030,        10Min,           tn,           8.9,     0,
06210, 20160415, 2030,        10Min,           tx,           9.3,     0,
06210, 20160415, 2030,        10Min,           vv,              , 22064,
06210, 20160415, 2030,        10Min,           ww,              , 22064,
06210, 20160415, 2030,        10Min,        ww-10,              , 22064,
06210, 20160415, 2030,        10Min,           za,              , 22048,
06210, 20160415, 2030,        10Min,           zm,              , 22048,
