06225, 20160423, 1530,        10Min,        Sav1H,        9.8425,     0,
06225, 20160423, 1530,        10Min,        Sax1H,          9.96,     0,
06225, 20160423, 1530,        10Min,        Sax3H,          11.3,     0,
06225, 20160423, 1530,        10Min,        Sax6H,          11.3,     0,
06225, 20160423, 1530,        10Min,         Sx1H,         12.66,     0,
06225, 20160423, 1530,        10Min,         Sx3H,         13.36,     0,
06225, 20160423, 1530,        10Min,         Sx6H,         13.36,     0,
06225, 20160423, 1530,        10Min,           dd,         355.7,     0,
06225, 20160423, 1530,        10Min,           dn,         334.7,     0,
06225, 20160423, 1530,        10Min,          dsd,           6.1,     0,
06225, 20160423, 1530,        10Min,           dx,          16.9,     0,
06225, 20160423, 1530,        10Min,           ff,          9.96,     0,
06225, 20160423, 1530,        10Min,          ffs,          9.96,     0,
06225, 20160423, 1530,        10Min,          fsd,           .92,     0,
06225, 20160423, 1530,        10Min,           fx,         12.66,     0,
06225, 20160423, 1530,        10Min,          fxs,         12.66,     0,
06225, 20160423, 1530,        10Min,          gff,         12.66,     0,
06225, 20160423, 1530,        10Min,         gffs,         12.66,     0,
06225, 20160423, 1530,        10Min,           hm,              , 22064,
06225, 20160423, 1530,        10Min,          hm1,              , 22064,
06225, 20160423, 1530,        10Min,          hm2,              , 22064,
06225, 20160423, 1530,        10Min,          hm3,              , 22064,
06225, 20160423, 1530,        10Min,           nm,              , 22064,
06225, 20160423, 1530,        10Min,          nm1,              , 22064,
06225, 20160423, 1530,        10Min,          nm2,              , 22064,
06225, 20160423, 1530,        10Min,          nm3,              , 22064,
06225, 20160423, 1530,        10Min,           sq,             0,     0,
06248, 20160423, 1530,        10Min,        Sav1H,         7.883,     0,
06248, 20160423, 1530,        10Min,        Sax1H,          9.94,     0,
06248, 20160423, 1530,        10Min,        Sax3H,         10.31,     0,
06248, 20160423, 1530,        10Min,        Sax6H,         10.31,     0,
06248, 20160423, 1530,        10Min,         Sx1H,         15.11,     0,
06248, 20160423, 1530,        10Min,         Sx3H,         15.36,     0,
06248, 20160423, 1530,        10Min,         Sx6H,         15.36,     0,
