06283, 20161113, 0620,        10Min,          D1H,             0,     0,
06283, 20161113, 0620,        10Min,          Q1H,             0,     0,
06283, 20161113, 0620,        10Min,         R12H,             0,     0,
06283, 20161113, 0620,        10Min,          R1H,             0,     0,
06283, 20161113, 0620,        10Min,         R24H,             0,     0,
06283, 20161113, 0620,        10Min,          R6H,             0,     0,
06283, 20161113, 0620,        10Min,        Sav1H,      2.662833,     0,
06283, 20161113, 0620,        10Min,        Sax1H,          3.73,     0,
06283, 20161113, 0620,        10Min,        Sax3H,          3.73,     0,
06283, 20161113, 0620,        10Min,        Sax6H,          3.73,     0,
06283, 20161113, 0620,        10Min,         Sx1H,          5.01,     0,
06283, 20161113, 0620,        10Min,         Sx3H,          5.01,     0,
06283, 20161113, 0620,        10Min,         Sx6H,          5.01,     0,
06283, 20161113, 0620,        10Min,        Tgn12,           -.2,     0,
06283, 20161113, 0620,        10Min,        Tgn14,           -.2,     0,
06283, 20161113, 0620,        10Min,         Tgn6,           -.2,     0,
06283, 20161113, 0620,        10Min,         Tn12,            .3,     0,
06283, 20161113, 0620,        10Min,         Tn14,            .3,     0,
06283, 20161113, 0620,        10Min,          Tn6,            .3,     0,
06283, 20161113, 0620,        10Min,         Tx12,           2.2,     0,
06283, 20161113, 0620,        10Min,         Tx24,           4.7,     0,
06283, 20161113, 0620,        10Min,          Tx6,           1.5,     0,
06283, 20161113, 0620,        10Min,           dd,         120.8,     0,
06283, 20161113, 0620,        10Min,           dn,          95.6,     0,
06283, 20161113, 0620,        10Min,           dr,             0,     0,
06283, 20161113, 0620,        10Min,          dsd,           7.6,     0,
06283, 20161113, 0620,        10Min,           dx,         146.3,     0,
06283, 20161113, 0620,        10Min,           ff,          2.43,     0,
06283, 20161113, 0620,        10Min,          ffs,          2.43,     0,
06283, 20161113, 0620,        10Min,          fsd,           .35,     0,
06283, 20161113, 0620,        10Min,           fx,          3.36,     0,
06283, 20161113, 0620,        10Min,          fxs,          3.36,     0,
06283, 20161113, 0620,        10Min,          gff,          3.32,     0,
06283, 20161113, 0620,        10Min,         gffs,          3.32,     0,
06283, 20161113, 0620,        10Min,           hm,              , 22064,
06283, 20161113, 0620,        10Min,          hm1,              , 22064,
06283, 20161113, 0620,        10Min,          hm2,              , 22064,
06283, 20161113, 0620,        10Min,          hm3,              , 22064,
06283, 20161113, 0620,        10Min,           nm,              , 22064,
06283, 20161113, 0620,        10Min,          nm1,              , 22064,
06283, 20161113, 0620,        10Min,          nm2,              , 22064,
06283, 20161113, 0620,        10Min,          nm3,              , 22064,
06283, 20161113, 0620,        10Min,           qg,             0,     0,
06283, 20161113, 0620,        10Min,          qgn,             0,     0,
06283, 20161113, 0620,        10Min,          qgx,             0,     0,
06283, 20161113, 0620,        10Min,           rg,             0,     0,
06283, 20161113, 0620,        10Min,           rh,            85,     0,
06283, 20161113, 0620,        10Min,          rhb,             1,     0,
06283, 20161113, 0620,        10Min,           sq,             0,     0,
06283, 20161113, 0620,        10Min,           ss,             0,     0,
06283, 20161113, 0620,        10Min,           ta,           1.2,     0,
06283, 20161113, 0620,        10Min,           tb,      .3074127,     0,
06283, 20161113, 0620,        10Min,           td,          -1.1,     0,
06283, 20161113, 0620,        10Min,          tgn,            .8,     0,
06283, 20161113, 0620,        10Min,           tn,           1.2,     0,
06283, 20161113, 0620,        10Min,          tsd,             0,     0,
06283, 20161113, 0620,        10Min,           tx,           1.2,     0,
06286, 20161113, 0620,        10Min,          D1H,             0,     0,
06286, 20161113, 0620,        10Min,          Q1H,             0,     0,
06286, 20161113, 0620,        10Min,         R12H,             0,     0,
06286, 20161113, 0620,        10Min,          R1H,             0,     0,
06286, 20161113, 0620,        10Min,         R24H,             0,     0,
06286, 20161113, 0620,        10Min,          R6H,             0,     0,
06286, 20161113, 0620,        10Min,        Sav1H,      3.974667,     0,
06286, 20161113, 0620,        10Min,        Sax1H,          4.24,     0,
06286, 20161113, 0620,        10Min,        Sax3H,          4.31,     0,
06286, 20161113, 0620,        10Min,        Sax6H,          4.72,     0,
06286, 20161113, 0620,        10Min,         Sx1H,          6.22,     0,
06286, 20161113, 0620,        10Min,         Sx3H,          6.22,     0,
06286, 20161113, 0620,        10Min,         Sx6H,          6.22,     0,
06286, 20161113, 0620,        10Min,        Tb1n6,           3.8,     0,
06286, 20161113, 0620,        10Min,        Tb1x6,           3.9,     0,
06286, 20161113, 0620,        10Min,        Tb2n6,           4.3,     0,
06286, 20161113, 0620,        10Min,        Tb2x6,           4.4,     0,
06286, 20161113, 0620,        10Min,        Tgn12,            .1,     0,
06286, 20161113, 0620,        10Min,        Tgn14,            .1,     0,
06286, 20161113, 0620,        10Min,         Tgn6,            .1,     0,
06286, 20161113, 0620,        10Min,         Tn12,            .5,     0,
06286, 20161113, 0620,        10Min,         Tn14,            .5,     0,
06286, 20161113, 0620,        10Min,          Tn6,            .5,     0,
06286, 20161113, 0620,        10Min,         Tx12,           1.3,     0,
06286, 20161113, 0620,        10Min,         Tx24,           3.3,     0,
06286, 20161113, 0620,        10Min,          Tx6,             1,     0,
06286, 20161113, 0620,        10Min,           dd,         138.6,     0,
06286, 20161113, 0620,        10Min,           dr,             0,     0,
06286, 20161113, 0620,        10Min,          dsd,             7,     0,
06286, 20161113, 0620,        10Min,           ff,           3.5,     0,
06286, 20161113, 0620,        10Min,          ffs,           3.5,     0,
