06225, 20161116, 2030,        10Min,        Sav1H,         9.146,     0,
06225, 20161116, 2030,        10Min,        Sax1H,          8.18,     0,
06225, 20161116, 2030,        10Min,        Sax3H,         12.64,     0,
06225, 20161116, 2030,        10Min,        Sax6H,         12.64,     0,
06225, 20161116, 2030,        10Min,         Sx1H,           9.9,     0,
06225, 20161116, 2030,        10Min,         Sx3H,         16.93,     0,
06225, 20161116, 2030,        10Min,         Sx6H,         16.93,     0,
06225, 20161116, 2030,        10Min,           dd,         257.8,     0,
06225, 20161116, 2030,        10Min,           dn,         243.3,     0,
06225, 20161116, 2030,        10Min,          dsd,           4.3,     0,
06225, 20161116, 2030,        10Min,           dx,         268.6,     0,
06225, 20161116, 2030,        10Min,           ff,          8.18,     0,
06225, 20161116, 2030,        10Min,          ffs,          8.18,     0,
06225, 20161116, 2030,        10Min,          fsd,           .61,     0,
06225, 20161116, 2030,        10Min,           fx,           9.9,     0,
06225, 20161116, 2030,        10Min,          fxs,           9.9,     0,
06225, 20161116, 2030,        10Min,          gff,           9.9,     0,
06225, 20161116, 2030,        10Min,         gffs,           9.9,     0,
06225, 20161116, 2030,        10Min,           hm,              , 22064,
06225, 20161116, 2030,        10Min,          hm1,              , 22064,
06225, 20161116, 2030,        10Min,          hm2,              , 22064,
06225, 20161116, 2030,        10Min,          hm3,              , 22064,
06225, 20161116, 2030,        10Min,           nm,              , 22064,
06225, 20161116, 2030,        10Min,          nm1,              , 22064,
06225, 20161116, 2030,        10Min,          nm2,              , 22064,
06225, 20161116, 2030,        10Min,          nm3,              , 22064,
06225, 20161116, 2030,        10Min,           sq,             0,     0,
06248, 20161116, 2030,        10Min,        Sav1H,      4.414833,     0,
06248, 20161116, 2030,        10Min,        Sax1H,          6.06,     0,
06248, 20161116, 2030,        10Min,        Sax3H,          6.06,     0,
06248, 20161116, 2030,        10Min,        Sax6H,          6.06,     0,
06248, 20161116, 2030,        10Min,         Sx1H,         10.84,     0,
06248, 20161116, 2030,        10Min,         Sx3H,         10.84,     0,
06248, 20161116, 2030,        10Min,         Sx6H,         10.84,     0,
06248, 20161116, 2030,        10Min,           dd,         266.6,     0,
06248, 20161116, 2030,        10Min,          dsd,          16.6,     0,
06248, 20161116, 2030,        10Min,           ff,          3.83,     0,
06248, 20161116, 2030,        10Min,          ffs,          3.83,     0,
06248, 20161116, 2030,        10Min,          fsd,          1.05,     0,
06248, 20161116, 2030,        10Min,           fx,          7.09,     0,
06248, 20161116, 2030,        10Min,          fxs,          7.09,     0,
06248, 20161116, 2030,        10Min,          gff,          7.09,     0,
06248, 20161116, 2030,        10Min,         gffs,          7.09,     0,
06248, 20161116, 2030,        10Min,           hm,              , 22064,
06248, 20161116, 2030,        10Min,          hm1,              , 22064,
06248, 20161116, 2030,        10Min,          hm2,              , 22064,
06248, 20161116, 2030,        10Min,          hm3,              , 22064,
06248, 20161116, 2030,        10Min,           nm,              , 22064,
06248, 20161116, 2030,        10Min,          nm1,              , 22064,
06248, 20161116, 2030,        10Min,          nm2,              , 22064,
06248, 20161116, 2030,        10Min,          nm3,              , 22064,
06248, 20161116, 2030,        10Min,           sq,             0,     0,
06249, 20161116, 2030,        10Min,          D1H,      30.00001,     0,
06249, 20161116, 2030,        10Min,          Q1H,           .36,     0,
06249, 20161116, 2030,        10Min,         R12H,      2.181667,     0,
06249, 20161116, 2030,        10Min,          R1H,          .358,     0,
06249, 20161116, 2030,        10Min,         R24H,        4.0085,     0,
06249, 20161116, 2030,        10Min,          R6H,      2.181671,     0,
06249, 20161116, 2030,        10Min,        Sav1H,      6.075333,     0,
06249, 20161116, 2030,        10Min,        Sax1H,           7.3,     0,
06249, 20161116, 2030,        10Min,        Sax3H,          8.64,     0,
06249, 20161116, 2030,        10Min,        Sax6H,          8.74,     0,
06249, 20161116, 2030,        10Min,         Sx1H,          9.38,     0,
06249, 20161116, 2030,        10Min,         Sx3H,         12.08,     0,
06249, 20161116, 2030,        10Min,         Sx6H,         12.08,     0,
06249, 20161116, 2030,        10Min,        Tgn12,           9.8,     0,
06249, 20161116, 2030,        10Min,        Tgn14,           9.8,     0,
06249, 20161116, 2030,        10Min,         Tgn6,           9.8,     0,
06249, 20161116, 2030,        10Min,         Tn12,          10.1,     0,
06249, 20161116, 2030,        10Min,         Tn14,          10.1,     0,
06249, 20161116, 2030,        10Min,          Tn6,          10.1,     0,
06249, 20161116, 2030,        10Min,         Tx12,            14,     0,
06249, 20161116, 2030,        10Min,         Tx24,            14,     0,
06249, 20161116, 2030,        10Min,          Tx6,          12.4,     0,
06249, 20161116, 2030,        10Min,          W10,             6,     0,
06249, 20161116, 2030,        10Min,       W10-10,             6,     0,
06249, 20161116, 2030,        10Min,           dd,         264.4,     0,
06249, 20161116, 2030,        10Min,           dr,           576,     0,
06249, 20161116, 2030,        10Min,          dsd,           6.4,     0,
06249, 20161116, 2030,        10Min,           ff,          4.47,     0,
06249, 20161116, 2030,        10Min,          ffs,          4.47,     0,
06249, 20161116, 2030,        10Min,          fsd,           .63,     0,
06249, 20161116, 2030,        10Min,           fx,          7.65,     0,
06249, 20161116, 2030,        10Min,          fxs,          7.65,     0,
06249, 20161116, 2030,        10Min,          gff,          6.93,     0,
06249, 20161116, 2030,        10Min,         gffs,          6.93,     0,
06249, 20161116, 2030,        10Min,           pg,          .329,     0,
06249, 20161116, 2030,        10Min,           pr,           300,     0,
06249, 20161116, 2030,        10Min,          pwc,            60,     0,
06249, 20161116, 2030,        10Min,           qg,             1,     0,
06249, 20161116, 2030,        10Min,          qgn,             0,     0,
06249, 20161116, 2030,        10Min,          qgx,             1,     0,
06249, 20161116, 2030,        10Min,           rg,          .252,     0,
06249, 20161116, 2030,        10Min,           rh,            90,     0,
06249, 20161116, 2030,        10Min,          rhb,             1,     0,
06249, 20161116, 2030,        10Min,           sq,             0,     0,
06249, 20161116, 2030,        10Min,           ss,             0,     0,
06249, 20161116, 2030,        10Min,           ta,          10.1,     0,
06249, 20161116, 2030,        10Min,           tb,      9.254027,     0,
06249, 20161116, 2030,        10Min,           td,           8.6,     0,
06249, 20161116, 2030,        10Min,          tgn,           9.8,     0,
06249, 20161116, 2030,        10Min,           tn,          10.1,     0,
06249, 20161116, 2030,        10Min,           tx,          10.3,     0,
06249, 20161116, 2030,        10Min,           vv,         12200,     0,
06249, 20161116, 2030,        10Min,           ww,            61,     0,
06249, 20161116, 2030,        10Min,        ww-10,            58,     0,
