06235, 20161109, 2230,        10Min,          D1H,             0,     0,
06235, 20161109, 2230,        10Min,          Q1H,           .36,     0,
06235, 20161109, 2230,        10Min,         R12H,      .6061667,     0,
06235, 20161109, 2230,        10Min,          R1H,             0,     0,
06235, 20161109, 2230,        10Min,         R24H,      1.103983,     0,
06235, 20161109, 2230,        10Min,          R6H,     .01200002,     0,
06235, 20161109, 2230,        10Min,        Sav1H,      4.946667,     0,
06235, 20161109, 2230,        10Min,        Sax1H,           5.4,     0,
06235, 20161109, 2230,        10Min,        Sax3H,          5.42,     0,
06235, 20161109, 2230,        10Min,        Sax6H,          5.42,     0,
06235, 20161109, 2230,        10Min,         Sx1H,          7.09,     0,
06235, 20161109, 2230,        10Min,         Sx3H,          7.63,     0,
06235, 20161109, 2230,        10Min,         Sx6H,          8.62,     0,
06235, 20161109, 2230,        10Min,        Tgn12,           3.9,     0,
06235, 20161109, 2230,        10Min,        Tgn14,           3.3,     0,
06235, 20161109, 2230,        10Min,         Tgn6,           3.9,     0,
06235, 20161109, 2230,        10Min,         Tn12,           3.8,     0,
06235, 20161109, 2230,        10Min,         Tn14,           3.1,     0,
06235, 20161109, 2230,        10Min,          Tn6,           4.1,     0,
06235, 20161109, 2230,        10Min,         Tx12,           4.7,     0,
06235, 20161109, 2230,        10Min,         Tx24,           4.7,     0,
06235, 20161109, 2230,        10Min,          Tx6,           4.5,     0,
06235, 20161109, 2230,        10Min,          W10,             1, 12832,
06235, 20161109, 2230,        10Min,       W10-10,             1,     0,
06235, 20161109, 2230,        10Min,           dd,          88.2,     0,
06235, 20161109, 2230,        10Min,           dr,             0,     0,
06235, 20161109, 2230,        10Min,          dsd,           8.3,     0,
06235, 20161109, 2230,        10Min,           ff,          4.64,     0,
06235, 20161109, 2230,        10Min,          ffs,          4.64,     0,
06235, 20161109, 2230,        10Min,          fsd,           .74,     0,
06235, 20161109, 2230,        10Min,           fx,           6.2,     0,
06235, 20161109, 2230,        10Min,          fxs,           6.2,     0,
06235, 20161109, 2230,        10Min,          gff,          6.16,     0,
06235, 20161109, 2230,        10Min,         gffs,          6.16,     0,
06235, 20161109, 2230,        10Min,            h,      874.9213,     0,
06235, 20161109, 2230,        10Min,           h1,      874.9213,     0,
06235, 20161109, 2230,        10Min,           h2,      1004.921,     0,
06235, 20161109, 2230,        10Min,           h3,      1524.921,     0,
06235, 20161109, 2230,        10Min,           hc,      874.9213,     0,
06235, 20161109, 2230,        10Min,          hc1,      874.9213,     0,
06235, 20161109, 2230,        10Min,          hc2,      1004.921,     0,
06235, 20161109, 2230,        10Min,          hc3,      1524.921,     0,
06235, 20161109, 2230,        10Min,           hm,              , 22064,
06235, 20161109, 2230,        10Min,          hm1,              , 22064,
