04041840, ta, 11.6, 
04041850, ta, 11.3, 
04041900, ta, 10.9, 
04041910, ta, 11, 
04041920, ta, 10.5, 
04041930, ta, 10.7, 
04041940, ta, 10.3, 
04041950, ta, 11.2, 
04042000, ta, 11.2, 
04042010, ta, 11.1, 
04042020, ta, 10.9, 
04042030, ta, 10.6, 
04042040, ta, 10.9, 
04042050, ta, 10.7, 
04042100, ta, 10.8, 
04042110, ta, 11.3, 
04042120, ta, 10.9, 
04042130, ta, 10.4, 
04042140, ta, 10.5, 
04042150, ta, 10.9, 
04042200, ta, 10.9, 
04042210, ta, 11, 
04042220, ta, 10.2, 
04042230, ta, 9.6, 
04042240, ta, 9.9, 
04042250, ta, 9.5, 
04042300, ta, 9.9, 
04042310, ta, 9.3, 
04042320, ta, 9.4, 
04042330, ta, 9, 
04042340, ta, 9.3, 
04042350, ta, 8.9, 
04050000, ta, 8.6, 
04050010, ta, 8.5, 
04050020, ta, 8.3, 
04050030, ta, 8.3, 
04050040, ta, 8.8, 
04050050, ta, 8.7, 
04050100, ta, 9, 
04050110, ta, 8.6, 
04050120, ta, 8.3, 
04050130, ta, 8.3, 
04050140, ta, 8, 
04050150, ta, 7.9, 
04050200, ta, 7.9, 
04050210, ta, 7.6, 
04050220, ta, 7.8, 
04050230, ta, 7.6, 
04050240, ta, 7.2, 
04050250, ta, 7.4, 
04050300, ta, 7.7, 
04050310, ta, 7.7, 
04050320, ta, 7.6, 
04050330, ta, 7.6, 
04050340, ta, 7, 
04050350, ta, 7.3, 
04050400, ta, 7.2, 
04050410, ta, 7.4, 
04050420, ta, 8.1, 
04050430, ta, 8.6, 
04050440, ta, 8.8, 
04050450, ta, 8.3, 
04050500, ta, 8.1, 
04050510, ta, 8.3, 
04050520, ta, 7.7, 
04050530, ta, 7.4, 
04050540, ta, 7.7, 
04050550, ta, 7.9, 
04050600, ta, 8.8, 
04050610, ta, 9, 
04050620, ta, 8.8, 
04050630, ta, 9.4, 
04050640, ta, 9.6, 
04050650, ta, 9.4, 
04050700, ta, 9.8, 
04050710, ta, 10.1, 
04050720, ta, 10.7, 
04050730, ta, 10.8, 
04050740, ta, 10.9, 
04050750, ta, 11, 
04050800, ta, 11.3, 
04050810, ta, 11.3, 
04050820, ta, 11.4, 
04050830, ta, 10.7, 
04050840, ta, 10.5, 
04050850, ta, 10.2, 
04050900, ta, 10.3, 
04050910, ta, 10.3, 
04050920, ta, 10.3, 
04050930, ta, 10.4, 
04050940, ta, 10.1, 
04050950, ta, 10.4, 
04051000, ta, 10.6, 
04051010, ta, 10.5, 
04051020, ta, 10.7, 
04051030, ta, 10.9, 
04051040, ta, 10.5, 
04051050, ta, 10.5, 
04051100, ta, 10.5, 
04051110, ta, 10.6, 
04051120, ta, 10.8, 
04051130, ta, 11.1, 
04051140, ta, 10.9, 
04051150, ta, 10.8, 
04051200, ta, 10.6, 
04051210, ta, 10.5, 
04051220, ta, 11, 
04051230, ta, 10.6, 
04051240, ta, 10.4, 
04051250, ta, 10.5, 
04051300, ta, 10.2, 
04051310, ta, 9.9, 
04051320, ta, 9.9, 
04051330, ta, 10, 
04051340, ta, 10.2, 
04051350, ta, 10.1, 
04051400, ta, 10.2, 
04051410, ta, 9.9, 
04051420, ta, 10.3, 
04051430, ta, 9.7, 
04051440, ta, 9.5, 
