11010000, ta, 7.4, 
11010010, ta, 7.3, 
11010020, ta, 7.4, 
11010030, ta, 7.5, 
11010040, ta, 8.2, 
11010050, ta, 8.6, 
11010100, ta, 8.2, 
11010110, ta, 8.3, 
11010120, ta, 8.8, 
11010130, ta, 8.8, 
11010140, ta, 8.5, 
11010150, ta, 8.4, 
11010200, ta, 8.2, 
11010210, ta, 7.7, 
11010220, ta, 8.1, 
11010230, ta, 7.8, 
11010240, ta, 6.9, 
11010250, ta, 7.6, 
11010300, ta, 8.1, 
11010310, ta, 8.4, 
11010320, ta, 8.4, 
11010330, ta, 8.7, 
11010340, ta, 8.5, 
11010350, ta, 7.9, 
11010400, ta, 7.9, 
11010410, ta, 7.8, 
11010420, ta, 7.8, 
11010430, ta, 7.9, 
11010440, ta, 8, 
11010450, ta, 7.5, 
11010500, ta, 7.8, 
11010510, ta, 8.2, 
11010520, ta, 8.4, 
11010530, ta, 8.9, 
11010540, ta, 9.2, 
11010550, ta, 9.5, 
11010600, ta, 9.6, 
11010610, ta, 10.1, 
11010620, ta, 10, 
11010630, ta, 10, 
11010640, ta, 9.9, 
11010650, ta, 9.8, 
11010700, ta, 9.7, 
11010710, ta, 9.9, 
11010720, ta, 10.3, 
11010730, ta, 10.5, 
11010740, ta, 10.6, 
11010750, ta, 10.8, 
11010800, ta, 10.9, 
11010810, ta, 11.2, 
11010820, ta, 11.6, 
11010830, ta, 11.7, 
11010840, ta, 12.2, 
11010850, ta, 12.6, 
11010900, ta, 12.9, 
11010910, ta, 12.9, 
11010920, ta, 13.1, 
11010930, ta, 13.1, 
11010940, ta, 12.9, 
11010950, ta, 13.2, 
11011000, ta, 13.1, 
11011010, ta, 13.3, 
11011020, ta, 13.4, 
11011030, ta, 13.3, 
11011040, ta, 13.4, 
11011050, ta, 13.5, 
11011100, ta, 13.6, 
11011110, ta, 14.1, 
11011120, ta, 13.7, 
11011130, ta, 13.8, 
11011140, ta, 13.6, 
11011150, ta, 13.2, 
11011200, ta, 13.4, 
11011210, ta, 13, 
11011220, ta, 11.7, 
11011230, ta, 11.2, 
11011240, ta, 11.1, 
11011250, ta, 11.4, 
11011300, ta, 11.6, 
11011310, ta, 11.5, 
11011320, ta, 11.1, 
11011330, ta, 10.9, 
